"m49_code","country","region","cpc_code","commodity","year","loss_percentage","loss_percentage_original","loss_quantity","activity","food_supply_stage","treatment","cause_of_loss","sample_size","method_data_collection","reference","url","notes"
"356","India","Rajasthan","01709.90","Other pulses n.e.c.",2016,10.11,"10.11%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Karnataka","01709.90","Other pulses n.e.c.",2016,2.37,"2.37%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01709.90","Other pulses n.e.c.",2016,1.24,"1.24%",,"Storage","Storage",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Maharashtra","01709.90","Other pulses n.e.c.",2016,10.11,"10.11%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Madhya Pradesh","01709.90","Other pulses n.e.c.",2016,10.11,"10.11%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01709.90","Other pulses n.e.c.",2016,5.89,"5.89%",,"Cleaning, Collection, Drying, Harvesting, Packaging, Threshing, Transportation, Winnowing","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01709.90","Other pulses n.e.c.",2016,2,"2.0%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01709.90","Other pulses n.e.c.",2016,6.6,"6.60%",,"Collection, Drying, Harvesting, Processing, Retailing, Storage, Threshing, Transportation, Wholesale, Winnowing","Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01802","Sugar cane",2016,7.89,"7.89%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01802","Sugar cane",2016,2.11,"2.11%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Assam","01802","Sugar cane",2016,2.3,"2.30%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01802","Sugar cane",2016,7.29,"7.29%",,"Farm","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Andhra Pradesh","01802","Sugar cane",2016,7.07,"7.07%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"02211","Raw milk of cattle",2016,0.21,"0.21%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"02211","Raw milk of cattle",2016,0.71,"0.71%",,"Collection, Harvesting, Packaging, Transportation","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Tamil Nadu","02211","Raw milk of cattle",2016,0.17,"0.17%",,"Collection, Harvesting, Packaging, Retailing, Storage, Transportation, Wholesale","Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"02211","Raw milk of cattle",2016,0.21,"0.21%",,"Storage","Storage",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Gujarat","02211","Raw milk of cattle",2016,1.28,"1.28%",,"Collection, Grading, Harvesting, Retailing, Storage, Transportation, Wholesale","Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"02211","Raw milk of cattle",2016,0.92,"0.92%",,"Collection, Harvesting, Packaging, Processing, Storage, Transportation","Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Andhra Pradesh","0231","Hen eggs in shell, fresh",2016,8.34,"8.34%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0231","Hen eggs in shell, fresh",2016,2.31,"2.31%",,"Storage","Storage",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0231","Hen eggs in shell, fresh",2016,7.19,"7.19%",,"Collection, Grading, Packaging, Storage, Transportation","Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Punjab","0231","Hen eggs in shell, fresh",2016,3.7,"3.70%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"21111.01","Meat of cattle with the bone, fresh or chilled",2016,2.71,"2.71%",,,"Wholesale",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"21111.01","Meat of cattle with the bone, fresh or chilled",2016,1.99,"1.99%",,"Grading, Harvesting, Transportation","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"21111.01","Meat of cattle with the bone, fresh or chilled",2016,1.78,"1.78%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"21111.01","Meat of cattle with the bone, fresh or chilled",2016,0.72,"0.72%",,"Storage","Storage",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0111","Wheat",2014,1.43,"1.43",,,"Harvest",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,0.53,"0.53",,"Farm","Storage",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,1.43,"1.43",,"Threshing","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,0.08,"0.08",,"Transportation","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,0.1,"0.1",,"Wholesale","Storage",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,0.03,"0.03",,"Storage","Storage",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,0.1,"0.1",,"Packaging","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,0.07,"0.07",,"Drying","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,0.4,"0.4",,"Cleaning, Winnowing","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,4.93,"4.93",,,"Whole supply chain",,"Physical Losses",,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,0.02,"0.02",,"Retailing","Storage",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,0.56,"0.56",,"Collection","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0111","Wheat",2014,0.17,"0.17",,"Processing","Storage",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,0.21,"0.21",,"Storage","Storage",,"","","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"0112","Maize (corn)",2014,0.4,"0.4",,"Cleaning, Winnowing","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,1.2,"1.2",,"Threshing","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,1.42,"1.42",,,"Harvest",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,0.16,"0.16",,"Packaging","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,4.65,"4.65",,,"Whole supply chain",,"Physical Losses",,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,0.08,"0.08",,"Processing","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,0.13,"0.13",,"Transportation","Transport",,"","","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"0112","Maize (corn)",2014,0.04,"0.04",,"Storage","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,0.18,"0.18",,"Drying","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,0.12,"0.12",,"Retailing","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,0.3,"0.3",,"Wholesale","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0112","Maize (corn)",2014,0.42,"0.42",,"Collection","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,0.39,"0.39",,"Storage","Storage",,"","","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"0113","Rice",2014,0.16,"0.16",,"Processing","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,0.02,"0.02",,"Retailing","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,5.53,"5.53",,,"Whole supply chain",,"Physical Losses",,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,2.08,"2.08",,,"Harvest",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,0.1,"0.1",,"Drying","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,1.44,"1.44",,"Threshing","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,0.08,"0.08",,"Packaging","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,0.37,"0.37",,"Collection","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,0.07,"0.07",,"Storage","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,0.09,"0.09",,"Transportation","Transport",,"","","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"0113","Rice",2014,0.5,"0.5",,"Cleaning, Winnowing","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0113","Rice",2014,0.21,"0.21",,"Wholesale","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,5.99,"5.99",,,"Whole supply chain",,"Physical Losses",,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,0.09,"0.09",,"Transportation","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,0.02,"0.02",,"Processing","Storage",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,0.33,"0.33",,"Collection","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,0.15,"0.15",,"Retailing","Storage",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,0.73,"0.73",,"Wholesale","Storage",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,0.28,"0.28",,"Packaging","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,0.24,"0.24",,"Farm","Storage",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,0.08,"0.08",,"Storage","Storage",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,1.47,"1.47",,,"Harvest",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,0.08,"0.08",,"Drying","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,2.04,"2.04",,"Threshing","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0114","Sorghum",2014,0.47,"0.47",,"Cleaning, Winnowing","Farm",,,,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,0.12,"0.12",,"Retailing","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,0.19,"0.19",,"Cleaning, Winnowing","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,0.21,"0.21",,"Wholesale","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,0.15,"0.15",,"Transportation","Transport",,"","","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"0118","Millet",2014,5.23,"5.23",,,"Whole supply chain",,"Physical Losses",,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,0.38,"0.38",,"Storage","Storage",,"","","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"0118","Millet",2014,0.06,"0.06",,"Processing","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,0.02,"0.02",,"Storage","Storage",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,0.43,"0.43",,"Collection","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,2.15,"2.15",,"Threshing","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,0.16,"0.16",,"Drying","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,1.15,"1.15",,,"Harvest",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0118","Millet",2014,0.2,"0.2",,"Packaging","Farm",,,,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01212","Cabbages",2014,0.16,"0.16",,"Storage","Storage",,"","8 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"01212","Cabbages",2014,9.37,"9.37",,,"Whole supply chain",,"Physical Losses",,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01212","Cabbages",2014,0.02,"0.02",,"Processing","Storage",,,"8 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01212","Cabbages",2014,1.74,"1.74",,"Harvesting","Harvest",,,"8 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01212","Cabbages",2014,3.32,"3.32",,"Grading, Sorting","Farm",,,"8 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01212","Cabbages",2014,0.36,"0.36",,"Packaging","Farm",,,"8 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01212","Cabbages",2014,0.89,"0.89",,"Wholesale","Storage",,,"8 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01212","Cabbages",2014,0.08,"0.08",,"Storage","Storage",,,"8 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01212","Cabbages",2014,0.38,"0.38",,"Collection","Farm",,,"8 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
